AccNum,Xtnd,Lon,Lat,Zmin,Zmax,NmnlArea,TermType,,
566,0,-73.71,-49.55,-999,-999,56,2,,
567,0,-73.59,-49.63,0,2257,147,1,,
568,0,-73.58,-49.74,0,2656,234,1,,
569,0,-73.66,-49.87,0,2446,77,1,,
570,0,-73.76,-49.99,0,-999,153,1,,
571,0,-73.74,-50.13,0,3180,431,1,,
572,0,-73.71,-50.28,0,-999,512,1,,
573,0,-73.74,-50.36,0,-999,38,1,,
574,0,21.685,70.13,-999,1050,5.1,0,,
575,0,8.9,46.85,2540,3240,5.127,0,,
576,0,7.3,45.98,2190,4310,15.996,0,,
577,0,7.38,46,2525,3830,5.549,2,,
578,0,7.8,45.97,2150,4610,38.247,0,,
579,0,8.37,46.67,1710,3505,15.335,0,,
580,0,8.22,46.57,1930,4090,22.727,0,,
581,0,8.07,46.58,1090,4100,20.6,0,,
582,1,-79.08,82.003,0,-999,27666,1,,
583,1,-75.019,80.225,0,-999,17523,1,,
584,1,-93.795,79.944,0,2120,8267,0,,
585,1,-78.853,78.277,0,2010,19325,1,,
586,1,-82.445,76.694,0,-999,9165,1,,
587,1,-81.975,75.192,0,1921,12794,1,,
588,1,-66.006,67.179,0,1900,6508,1,,
589,1,98.002,38.638,-999,-999,1821.7,0,,
590,0,73.619,-53.086,20,1300,4.279,0,,
591,0,66.05,67.78,665,1150,0.978,0,,
592,0,65.75,67.59,535,-999,0.27,0,,
593,0,66.02,67.8,620,-999,0.65,0,,
594,0,65.88,67.4,-999,-999,0.65,0,,
595,0,65.68,68.03,640,900,0.41,0,,
596,0,65.67,68.05,690,950,0.39,0,,
597,0,66.05,67.62,530,900,0.11,0,,
598,0,66.08,67.62,650,750,0.15,0,,
599,1,79.465,42.282,-999,-999,124.239,-9,,
600,0,12.193,78.772,0,750,409,1,,
601,0,11.038,78.643,0,750,111,1,,
602,0,14.105,77.907,0,950,202,0,,
603,0,16.425,78.126,50,1200,456,0,,
604,0,17.987,77.768,0,950,1011,1,,
605,0,16.332,77.639,100,850,527,0,,
606,0,15.55,77.231,0,850,1903,1,,
607,0,37.311,-0.149,4618,4802,0.021,0,,
608,0,37.306,-0.153,4647,4834,0.023,0,,
609,0,37.308,-0.151,4995,5150,0.003,0,,
610,0,37.306,-0.149,4820,4980,0.015,0,,
611,0,37.304,-0.15,4725,4860,0.015,0,,
612,0,37.302,-0.149,4518,4790,0.065,0,,
613,0,37.302,-0.147,4620,4780,0.018,0,,
614,0,37.301,-0.146,4620,4750,0.006,0,,
615,0,37.306,-0.148,4700,4820,0.009,0,,
616,0,7.317,60.75,1400,1700,7.45,0,,
617,0,7.478,60.728,1440,1630,0.3,0,,
618,0,22.627,79.658,0,680,664.2,1,,
619,0,13.183,78.967,0,1361,296,1,,
620,0,12.5,79.617,30,750,9.5,0,,
621,0,11.725,78.9,30,550,5.2,0,,
622,0,11.925,78.903,75,575,2.45,0,,
623,0,117.577,56.889,2145,2480,0.701,0,,
624,0,-113.805,48.628,2257,2790,0.86,0,,
625,0,-141.437,61.248,518,4987,512.357,0,,
626,0,-141.75,60.18,237,2708,270,1,,
627,0,-141.7,60.1,0,-999,170,1,,
628,0,-141.091,61.392,1122,4958,958.616,0,,
629,0,-140.703,60.73,779,5924,1177.246,0,,
630,0,-143.513,60.497,2,3104,743.599,2,,
631,0,-142.174,60.615,469,2816,1003,2,,
632,0,-138.7,59.98,-999,-999,407,0,,
633,0,-140.388,60.88,792,5241,718.416,0,,
634,0,-138.883,59.704,89,1562,79.665,0,,
635,0,-141.716,60.329,4,3638,1019.101,1,,
636,0,15.483,77.017,220,540,0.689,0,,
637,0,-126.071,51.949,-999,-999,495.9,2,,
638,0,-126.07,51.445,150,2800,860.9,2,,
639,0,-125.294,51.384,-999,-999,706.3,2,,
640,0,-124.528,51.104,-999,-999,573.15,2,,
641,0,-123.787,50.854,-999,-999,607.4,2,,
642,0,6.383,44.933,2315,4014,0.599,0,,
643,0,6.26,59.98,832,1636,22.5,0,,
644,0,6.3,59.98,1013,1636,22.8,0,,
645,0,-75.22,4.48,4700,4870,0.33,0,,
646,0,-72.3,6.45,4700,5300,7.347,0,,
647,0,77.7,32.16,-999,-999,131.1,0,,
